Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
True Romance,M18,04/18/2002,"['Action,', 'Crime,', 'Romance']",English,"$12,500,000.00","$12,600,000.00",
Ella Enchanted,PG,12/17/2004,"['Family,', 'Fantasy,', 'Comedy']",English,"$31,000,000.00","$27,388,767.00",96.0
Moulin Rouge!,M,05/24/2001,"['Drama,', 'Romance,', 'Music']",English,"$52,500,000.00","$179,213,434.00",128.0
Dad to the Rescue,,01/05/2023,"['Comedy,', 'Drama']",rescate,Released,-,100.0
P2,R,11/09/2007,"['Horror,', 'Thriller']",English,"$3,500,000.00","$7,766,240.00",98.0
First Man,PG-13,10/18/2018,"['History,', 'Drama']",English,"$70,000,000.00","$105,702,570.00",141.0
Inherent Vice,M18,01/29/2015,"['Drama,', 'Mystery,', 'Comedy']",English,"$20,000,000.00","$14,710,975.00",149.0
Dr. No,PG,10/07/1962,"['Adventure,', 'Action,', 'Thriller']",English,"$1,200,000.00","$59,567,035.00",110.0
Ebola Syndrome,III,06/15/1996,"['Horror,', 'Crime']",Released,Language,-,98.0
Silver Linings Playbook,R,11/16/2012,"['Drama,', 'Comedy,', 'Romance']",English,"$21,000,000.00","$236,412,453.00",122.0
From Paris with Love,15,02/26/2010,"['Action,', 'Crime,', 'Thriller']",English,"$52,000,000.00","$52,826,594.00",92.0
Slither,R,06/08/2006,"['Horror,', 'Science Fiction,', 'Comedy']",English,"$15,000,000.00","$12,834,936.00",95.0
Hellboy II: The Golden Army,12A,08/20/2008,"['Action,', 'Adventure,', 'Fantasy,', 'Horror,', 'Science Fiction']",English,"$85,000,000.00","$160,388,063.00",
The Three Musketeers,PG-13,10/20/2011,"['Adventure,', 'Action,', 'Thriller']",English,"$75,000,000.00","$132,274,484.00",110.0
The Rugrats Movie,G,11/20/1998,"['Family,', 'Animation,', 'Comedy,', 'Adventure']",English,"$30,000,000.00","$100,491,683.00",79.0
Monsieur Constant,,02/08/2023,"['Comedy,', 'Drama']",French,-,-,
The Omen,R,06/25/1976,"['Horror,', 'Thriller']",English,"$2,800,000.00","$60,922,980.00",111.0
Sex Education for the Sister-in-law,19+,03/05/2020,"['Drama,', 'Romance']",Status,Original,-,73.0
Some Like It Hot,NR,05/10/2011,"['Comedy,', 'Music,', 'Romance,', 'Crime']",English,"$2,883,848.00","$25,000,000.00",122.0
Double Jeopardy,R,12/23/1999,"['Thriller,', 'Crime,', 'Mystery,', 'Drama']",English,"$70,000,000.00","$177,841,558.00",105.0
Elektra,PG-13,01/20/2005,"['Action,', 'Fantasy,', 'Science Fiction']",English,"$43,000,000.00","$56,681,566.00",97.0
Mile 22,R,08/17/2018,"['Action,', 'Thriller']",English,"$35,000,000.00","$66,308,758.00",95.0
Traffic,16,04/05/2001,"['Thriller,', 'Drama,', 'Crime']",English,"$48,000,000.00","$207,515,725.00",147.0
Judge Dredd,R,06/30/1995,['Science Fiction'],English,"$90,000,000.00","$113,493,481.00",96.0
Paranormal Activity: The Ghost Dimension,R,10/29/2015,"['Horror,', 'Thriller']",English,"$10,000,000.00","$78,096,553.00",88.0
RoboCop,R,07/17/1987,"['Action,', 'Thriller,', 'Science Fiction']",English,"$13,000,000.00","$53,424,681.00",102.0
Viking Quest,16,10/07/2014,"['Action,', 'Adventure,', 'Fantasy,', 'TV Movie']",English,-,-,88.0
The Reunion for Swapping,19+,01/03/2020,['Romance'],Status,Original,-,72.0
Rubius X,,07/21/2022,['Documentary'],Spanish;,Budget,-,76.0
Lost Bullet,NC16,06/19/2020,"['Action,', 'Thriller,', 'Crime']",Status,Original,-,92.0
Don Jon,R,11/07/2013,"['Romance,', 'Comedy,', 'Drama']",English,"$3,000,000.00",-,90.0
Death Bell,15,08/06/2008,"['Horror,', 'Thriller']",중간고사,Released,-,88.0
Bleach the Movie: The DiamondDust Rebellion,PG-13,12/22/2007,"['Action,', 'Adventure,', 'Animation']",The,Rebellion,-,95.0
Hustlers,M18 (edited),09/12/2019,"['Drama,', 'Comedy,', 'Crime']",English,"$20,000,000.00","$157,600,000.00",110.0
Cheaper by the Dozen 2,PG,12/21/2005,"['Comedy,', 'Family,', 'Adventure']",English,"$60,000,000.00","$129,181,830.00",94.0
Lethal Weapon 4,R,07/23/1998,"['Action,', 'Adventure,', 'Comedy,', 'Crime,', 'Thriller']",English,"$140,000,000.00","$285,444,603.00",127.0
South Park: Post COVID,R,11/25/2021,"['Animation,', 'Comedy,', 'TV Movie']",English,-,-,
Legend of the Guardians: The Owls of Ga'Hoole,PG,09/24/2010,"['Animation,', 'Adventure,', 'Family,', 'Fantasy']",English,"$80,000,000.00","$140,073,390.00",97.0
The Illusionist,PG-13,08/18/2006,"['Fantasy,', 'Drama,', 'Thriller,', 'Romance']",English,"$16,500,000.00","$87,892,388.00",110.0
Za gyakutai: Nyotai ikedori-hen,,07/18/1987,[''],Status,Original,-,64.0
Bedtime Stories,PG,12/25/2008,"['Fantasy,', 'Comedy,', 'Family,', 'Romance']",English,"$80,000,000.00","$212,874,864.00",99.0
The Grudge,PG-13,10/22/2004,"['Horror,', 'Mystery,', 'Thriller']",English,"$10,000,000.00","$183,474,602.00",92.0
Naked Killer,18,12/03/1992,"['Action,', 'Crime,', 'Romance']",Released,Language,-,100.0
Lawrence of Arabia,PG,04/03/2001,"['Adventure,', 'Drama,', 'History,', 'War']",English,"$15,000,000.00","$69,995,385.00",228.0
Grimsby,R,03/03/2016,"['Action,', 'Comedy']",English,"$35,000,000.00","$27,979,040.00",83.0
November,NC16,12/22/2022,"['Thriller,', 'Crime,', 'Drama']",Released,Language,-,105.0
Errementari: The Blacksmith and the Devil,16,03/02/2018,"['Drama,', 'Fantasy,', 'Horror']",Released,Language,-,98.0
Near Dark,R,10/02/1987,['Horror'],English,"$5,000,000.00",-,94.0
Scandalous Sex,,01/01/2004,['Drama'],English,-,-,91.0
Hunter x Hunter: The Last Mission,PG-13,02/20/2014,"['Adventure,', 'Animation,', 'Action,', 'Fantasy']",-The,MISSION-,"$7,449,778.00",97.0
Cats & Dogs 3: Paws Unite,PG,09/15/2020,"['Comedy,', 'Action']",English,-,-,84.0
The House Bunny,PG-13,08/22/2008,"['Romance,', 'Comedy']",English,"$25,000,000.00","$70,442,940.00",97.0
Justice League: Gods and Monsters,PG-13,07/14/2015,"['Action,', 'Animation,', 'Fantasy']",English,-,-,76.0
The Mystery of Lop Nur,,02/23/2022,"['Action,', 'Science Fiction,', 'Adventure']",Released,Language,-,86.0
Gladiator,R,03/06/1992,"['Action,', 'Drama']",English,-,"$900,000.00",101.0
Seal Team,PG,12/31/2021,"['Animation,', 'Family']",English,-,-,98.0
Booksmart,R,05/24/2019,['Comedy'],English,"$6,000,000.00","$24,849,029.00",102.0
Jason X,R,04/26/2002,"['Horror,', 'Science Fiction']",English,"$11,000,000.00","$16,951,798.00",91.0
Johnny English Strikes Again,PG,10/26/2018,"['Action,', 'Adventure,', 'Comedy']",English,"$25,000,000.00","$158,972,499.00",89.0
Annapolis,PG-13,01/27/2006,"['Drama,', 'Action']",English,"$26,000,000.00","$17,496,992.00",108.0
A Nightmare on Elm Street 4: The Dream Master,R,08/19/1988,"['Horror,', 'Thriller']",English,"$13,000,000.00","$49,400,000.00",94.0
Shallow Hal,PG-13,11/01/2001,"['Comedy,', 'Romance']",English,"$40,000,000.00","$141,069,860.00",114.0
The Farm,NC-17,04/19/2019,['Horror'],English,-,-,80.0
2067,NR,10/02/2020,"['Science Fiction,', 'Thriller']",English,-,-,114.0
The Ant Bully,PG,08/09/2006,"['Fantasy,', 'Adventure,', 'Animation,', 'Comedy,', 'Family']",English,"$50,000,000.00","$55,181,129.00",88.0
Rock on Fire,,08/18/1994,"['Action,', 'Thriller']",Released,Language,-,94.0
The Gods Must Be Crazy II,PG,04/13/1990,"['Action,', 'Comedy']",English,-,-,98.0
Faster,R,11/23/2010,"['Crime,', 'Drama,', 'Action,', 'Thriller']",English,"$24,000,000.00","$23,081,726.00",98.0
Wonder Woman: Bloodlines,PG-13,10/04/2019,"['Science Fiction,', 'Animation,', 'Action,', 'Fantasy']",English,-,-,83.0
The Banishing,NR,10/22/2020,['Horror'],English,-,-,97.0
Mirage,12,03/22/2019,"['Thriller,', 'Drama,', 'Mystery,', 'Fantasy']",tormenta,Released,"$17,325,485.00",129.0
Escape from the Planet of the Apes,G,05/20/1971,"['Action,', 'Science Fiction']",English,"$2,500,000.00","$12,348,905.00",98.0
The Scorpion King 3: Battle for Redemption,PG-13,01/17/2012,"['Action,', 'Adventure,', 'Fantasy,', 'Drama']",English,"$5,000,000.00",-,106.0
The Youngest Sister-in-law,19+,12/08/2019,['Romance'],Status,Original,-,70.0
The Postcard Killings,NC-17,03/13/2020,"['Drama,', 'Thriller']",English,-,-,101.0
A-X-L,PG-13,08/24/2018,"['Science Fiction,', 'Action,', 'Adventure,', 'Family']",English,"$10,000,000.00",-,98.0
Freaks,R,09/13/2019,"['Science Fiction,', 'Thriller,', 'Drama,', 'Mystery']",English,-,"$333,593.00",105.0
Home Alone 4,PG,12/17/2002,"['Comedy,', 'Family,', 'TV Movie']",English,-,-,84.0
Jungle,M,06/27/2017,"['Adventure,', 'Drama,', 'Thriller']",English,-,"$1,906,640.00",115.0
Johnny English,PG,04/06/2003,"['Adventure,', 'Action,', 'Comedy']",English,"$40,000,000.00","$160,583,018.00",88.0
Home Team,PG,01/28/2022,"['Family,', 'Comedy']",English,-,-,95.0
Bosomy Tae-hee,19+,02/27/2020,['Romance'],태희,Released,-,79.0
Tremors 2: Aftershocks,PG-13,04/09/1996,"['Action,', 'Horror,', 'Comedy,', 'Science Fiction,', 'Thriller']",English,"$4,000,000.00",-,100.0
Astro Boy,PG,10/23/2009,"['Animation,', 'Action,', 'Family,', 'Science Fiction']",English,"$10,000,000.00","$19,551,067.00",94.0
"Love Me, Love Me Not",ALL,09/18/2020,"['Animation,', 'Drama,', 'Romance,', 'Comedy']",Released,Language,-,103.0
Rise,PG,06/23/2022,['Drama'],English,-,-,113.0
Private Lessons,R,08/26/1981,"['Comedy,', 'Romance']",English,"$2,800,000.00","$26,279,000.00",87.0
Les Têtes givrées,,02/08/2023,"['Comedy,', 'Drama']",French,-,-,102.0
Superwho?,12,02/02/2022,"['Comedy,', 'Action']",lui,Released,"$7,375,119.00",82.0
The Water Horse,PG,01/10/2008,"['Family,', 'Adventure,', 'Fantasy']",English,"$40,000,000.00","$103,071,443.00",112.0
The Devil Conspiracy,R,01/13/2023,"['Horror,', 'Thriller']",English,-,-,111.0
Mrs. Doubtfire,PG-13,05/19/1994,"['Comedy,', 'Drama,', 'Family']",English,"$25,000,000.00","$441,286,195.00",125.0
Raavanan,,06/18/2010,"['Action,', 'Adventure,', 'Crime']",Released,Language,"$9,700,000.00",134.0
Y Tu Mamá También,C,06/08/2001,"['Drama,', 'Romance']",mamá,Status,"$33,616,692.00",106.0
Alien Resurrection,R,11/26/1997,"['Science Fiction,', 'Horror,', 'Action']",English,"$70,000,000.00","$162,000,000.00",109.0
The Loft,R,01/30/2015,['Thriller'],English,"$14,000,000.00","$10,076,790.00",108.0
Catherine Called Birdy,PG13,10/07/2022,"['Adventure,', 'Comedy']",English,-,-,108.0
Obsession,18,06/04/2015,"['Romance,', 'Thriller']",Released,Language,-,100.0
Pineapple Express,R,08/06/2008,"['Action,', 'Comedy,', 'Crime']",English,"$27,000,000.00","$101,624,843.00",111.0
An Egg-celent movie,,04/21/2006,"['Animation,', 'Comedy']",de,Status,-,90.0
Sweet Sex and Love,청소년 관람불가,06/27/2003,"['Romance,', 'Drama']",그리고,Status,-,85.0
Hot Shots! Part Deux,PG-13,05/21/1993,"['Action,', 'Comedy,', 'War']",English,"$25,000,000.00","$133,752,825.00",86.0
Moonraker,PG,06/27/1979,"['Action,', 'Adventure,', 'Thriller,', 'Science Fiction']",English,"$34,000,000.00","$210,308,099.00",126.0
Dragons: Gift of the Night Fury,G,11/15/2011,"['Animation,', 'Comedy,', 'Adventure,', 'Family']",English,-,-,
Scooby-Doo! Shaggy's Showdown,PG,02/14/2017,"['Animation,', 'Family,', 'Mystery,', 'Comedy,', 'Western']",English,-,-,80.0
Night in Paradise,18,04/09/2021,"['Crime,', 'Drama,', 'Thriller,', 'Action']",Status,Original,-,131.0
Merry Madagascar,PG,11/16/2009,"['Family,', 'Animation']",English,-,-,
Maya the Bee: The Golden Orb,G,01/07/2021,"['Adventure,', 'Animation,', 'Family']",English,-,-,88.0
Drive Angry,R,02/24/2011,"['Fantasy,', 'Thriller,', 'Action,', 'Crime']",English,"$50,000,000.00","$40,909,909.00",105.0
The Last of the Mohicans,R,09/25/1992,"['Action,', 'Adventure,', 'Drama,', 'History,', 'Romance,', 'War']",English,"$40,000,000.00","$75,505,856.00",112.0
The Right to Read,,02/09/2023,['Documentary'],English,-,-,80.0
Planet Hulk,PG-13,02/02/2010,"['Science Fiction,', 'Animation,', 'Action']",English,-,"$7,000,000.00",81.0
Return to Never Land,G,03/28/2002,"['Adventure,', 'Fantasy,', 'Animation,', 'Family']",English,"$20,000,000.00","$109,862,682.00",72.0
Ball Red Daughter-in-law,,10/16/2020,['Drama'],Status,Original,-,71.0
Jan Dara: The Finale,R21,07/18/2013,"['Drama,', 'Romance']",Status,Original,-,138.0
Christmas Full of Grace,M18,11/30/2022,"['Romance,', 'Comedy']",Cheio,Graça,-,104.0
Trainspotting,18,02/23/1996,"['Drama,', 'Crime']",English,"$4,000,000.00","$16,491,080.00",94.0
Animal Kingdom: Let's Go Ape,U,04/08/2015,"['Adventure,', 'Comedy,', 'Animation']",pas,mon,"$16,294,916.00",100.0
Elemental,6,06/15/2023,"['Animation,', 'Fantasy,', 'Family,', 'Comedy,', 'Romance']",Language,Budget,-,
Wish Upon,PG-13,07/14/2017,"['Horror,', 'Thriller,', 'Fantasy']",English,"$12,000,000.00","$14,301,505.00",90.0
Perras,,03/04/2011,"['Thriller,', 'Drama,', 'Romance']",Spanish;,Budget,-,100.0
[REC]³ Genesis,16,03/30/2012,['Horror'],Status,Original,"$11,019,975.00",80.0
Dark Waters,PG13,01/02/2020,"['Drama,', 'Thriller']",English,-,"$13,601,384.00",127.0
Hannah Montana: The Movie,G,03/26/2009,"['Comedy,', 'Drama,', 'Family,', 'Music,', 'Romance']",English,"$35,000,000.00","$155,545,279.00",102.0
Godzilla: The Planet Eater,G,11/09/2018,"['Animation,', 'Science Fiction,', 'Action,', 'Adventure']",Status,Original,-,91.0
My Friend's Sister 2,19+,08/10/2018,['Romance'],Status,Original,-,90.0
The True Story of Puss 'n Boots,U,04/01/2009,"['Family,', 'Adventure,', 'Animation']",histoire,Chat,-,82.0
Kwaidan,M/16,12/29/1964,"['Fantasy,', 'Horror,', 'Drama']",Released,Language,-,183.0
Teen Titans Go! To the Movies,PG,07/27/2018,"['Animation,', 'Action,', 'Comedy,', 'Science Fiction']",English,"$10,000,000.00","$28,646,544.00",85.0
Princess Protection Program,G,06/26/2009,"['Family,', 'TV Movie,', 'Comedy,', 'Drama']",English,-,-,89.0
Fracture,PG,04/19/2007,['Thriller'],English,"$10,000,000.00","$91,354,215.00",113.0
Herbie Fully Loaded,G,09/01/2005,"['Comedy,', 'Family,', 'Adventure,', 'Fantasy,', 'Romance']",English,"$50,000,000.00","$144,146,816.00",100.0
Colossal,R,04/07/2017,"['Drama,', 'Fantasy,', 'Science Fiction']",English,-,"$3,029,287.00",109.0
The Art of Racing in the Rain,PG,08/08/2019,"['Drama,', 'Romance,', 'Comedy']",English,"$18,000,000.00","$33,766,787.00",109.0
Disobedience,15,11/30/2018,"['Drama,', 'Romance']",English,"$6,000,000.00",-,114.0
Cruel Intentions,R,03/05/1999,"['Drama,', 'Romance']",English,"$10,500,000.00","$76,347,426.00",98.0
I Can Only Imagine,PG,03/16/2018,"['Music,', 'Drama']",English,"$7,000,000.00","$86,026,201.00",110.0
Pooh's Heffalump Movie,G,02/11/2005,"['Family,', 'Animation,', 'Comedy,', 'Fantasy']",English,"$20,000,000.00","$52,900,000.00",68.0
"tick, tick... BOOM!",M18,11/19/2021,"['Drama,', 'Music']",English,-,-,
The Exorcist III,R,08/17/1990,"['Horror,', 'Mystery']",English,"$9,300,000.00","$39,024,251.00",110.0
Dennis the Menace,PG,06/23/1993,"['Family,', 'Comedy']",English,"$35,000,000.00","$117,270,765.00",94.0
Death Proof,R,06/20/2007,"['Action,', 'Thriller']",English,"$25,000,000.00","$31,126,421.00",113.0
Godzilla Against MechaGodzilla,PG,11/02/2002,"['Action,', 'Science Fiction']",Released,Language,"$16,000,000.00",88.0
Lady and the Tramp,PG,11/12/2019,"['Family,', 'Romance,', 'Comedy']",English,-,-,111.0
A Bad Moms Christmas,R,11/01/2017,['Comedy'],English,"$28,000,000.00","$130,560,428.00",104.0
Just Mercy,PG-13,12/25/2019,"['Drama,', 'Crime,', 'History']",English,"$25,000,000.00","$50,401,502.00",137.0
The Possession of Hannah Grace,R,11/30/2018,"['Horror,', 'Drama']",English,"$9,500,000.00","$43,016,528.00",86.0
The Privilege,R21,02/09/2022,['Horror'],-,Auserwählten,-,107.0
Secret Magic Control Agency,PG,03/25/2021,"['Animation,', 'Comedy,', 'Fantasy']",и,Магии,-,104.0
The Other Side of Heaven 2: Fire of Faith,,06/28/2019,"['Drama,', 'Adventure']",English,-,-,110.0
Winnie the Pooh: A Valentine for You,G,02/12/1999,"['Animation,', 'Family']",English,-,-,
The Anthem of the Heart,PG,09/19/2015,"['Animation,', 'Drama,', 'Music,', 'Romance']",Released,Language,"$8,852,989.00",119.0
TMNT,PG,03/23/2007,"['Adventure,', 'Animation,', 'Comedy,', 'Family']",English,"$34,000,000.00","$95,608,995.00",87.0
Sin Nombre,R,03/20/2009,"['Drama,', 'Action,', 'Thriller,', 'Crime']",Status,Original,"$5,102,705.00",96.0
Unforgiven,R,08/07/1992,['Western'],English,"$14,400,000.00","$159,157,447.00",130.0
The Game,R,11/06/1997,"['Drama,', 'Thriller,', 'Mystery']",English,"$50,000,000.00","$109,423,648.00",129.0
Mortal Kombat: Annihilation,PG-13,11/21/1997,"['Action,', 'Fantasy,', 'Science Fiction']",English,"$30,000,000.00","$51,376,861.00",95.0
Naruto ga Hokage Ni Natta Hi,,07/06/2016,"['Animation,', 'Drama,', 'Fantasy']",Released,Language,-,
For a Few Dollars More,R,12/18/1965,['Western'],dollaro,più,"$15,000,000.00",132.0
Cruel Fixation,,10/10/2019,['Thriller'],English,-,-,90.0
My Wife's New Mom,19+,06/26/2017,"['Drama,', 'Romance']",의,엄마,-,81.0
Revolutionary Road,R,12/19/2008,"['Drama,', 'Romance']",English,"$35,000,000.00","$75,981,180.00",119.0
The Graduate,PG,12/21/1967,"['Comedy,', 'Drama,', 'Romance']",English,"$3,000,000.00","$104,945,305.00",106.0
Planet Terror,R,04/06/2007,"['Horror,', 'Action,', 'Thriller']",English,-,-,105.0
Carlito's Way,M18,09/13/2005,"['Crime,', 'Thriller,', 'Drama,', 'Romance']",English,"$30,000,000.00","$63,848,322.00",144.0
Grudge,16+,10/08/2021,['Thriller'],Released,Language,-,104.0
A Cure for Wellness,R,02/17/2017,"['Horror,', 'Mystery,', 'Science Fiction,', 'Thriller']",English,"$40,000,000.00","$26,620,002.00",146.0
Lady and the Tramp II: Scamp's Adventure,G,03/24/2001,"['Family,', 'Animation,', 'Romance,', 'Adventure']",English,-,-,69.0
Happy Pills,,02/08/2023,['Documentary'],French,-,-,81.0
Purpose of Cohabitation,19+,03/07/2016,['Romance'],Status,Original,-,83.0
American Pie: Revealed,,01/02/2004,"['Documentary,', 'Comedy']",English,-,-,213.0
Hitch,PG-13,02/11/2005,"['Comedy,', 'Drama,', 'Romance']",English,"$70,000,000.00","$368,100,420.00",118.0
90 Minutes in Heaven,PG-13,09/11/2015,['Drama'],English,"$5,000,000.00","$4,842,699.00",121.0
The Vatican Tapes,R,07/24/2015,"['Thriller,', 'Horror']",English,"$13,000,000.00","$1,784,763.00",91.0
The Man from U.N.C.L.E.,PG-13,09/03/2015,"['Comedy,', 'Action,', 'Adventure']",English,"$75,000,000.00","$108,145,109.00",116.0
Big Daddy,PG-13,06/25/1999,"['Comedy,', 'Drama']",English,"$34,200,000.00","$234,801,895.00",93.0
Dumb and Dumberer: When Harry Met Lloyd,PG-13,06/13/2003,['Comedy'],English,"$19,000,000.00","$39,267,515.00",85.0
Fallen Angels,15,09/06/1995,"['Action,', 'Romance,', 'Crime']",Released,Language,-,98.0
Pocahontas II: Journey to a New World,G,08/04/1998,"['Family,', 'Adventure,', 'Animation,', 'Romance']",English,-,-,72.0
Warm Bodies,PG-13,03/14/2013,"['Horror,', 'Comedy,', 'Romance']",English,"$35,000,000.00","$116,980,662.00",97.0
Holiday Harmony,PG,11/24/2022,"['Romance,', 'Comedy,', 'Music']",English,-,-,111.0
Wild Tales,16,08/21/2014,"['Drama,', 'Thriller,', 'Comedy']",Status,Original,"$27,007,072.00",122.0
Jan Dara: The Beginning,R21,09/13/2012,"['Drama,', 'Romance']",Status,Original,-,137.0
Downsizing,R,12/22/2017,"['Comedy,', 'Drama,', 'Science Fiction']",English,"$68,000,000.00","$55,003,890.00",135.0
Barbie in 'A Christmas Carol',G,11/04/2008,"['Animation,', 'Family']",English,-,"$4,496,912.00",76.0
Bantú Mama,,11/17/2022,['Drama'],French,-,-,77.0
Rape Zombie: Lust of the Dead 3,,03/23/2013,"['Horror,', 'Comedy']",OF,DEAD,-,68.0
Voyage,L,02/07/2023,['Documentary'],Portuguese,$10.00,-,
Ocean's Thirteen,PG-13,06/07/2007,"['Crime,', 'Thriller']",English,"$85,000,000.00","$311,312,624.00",122.0
National Treasure: Book of Secrets,PG,12/13/2007,"['Action,', 'Adventure,', 'Mystery,', 'Thriller']",English,"$130,000,000.00","$459,242,249.00",124.0
Suspiria,R,02/01/1977,['Horror'],Italian,-,"$2,884,265.00",99.0
Friday the 13th Part VI: Jason Lives,R,08/01/1986,"['Horror,', 'Mystery,', 'Thriller']",English,"$3,000,000.00","$19,472,057.00",87.0
The Pink Panther,PG,02/16/2006,"['Comedy,', 'Mystery,', 'Crime,', 'Adventure,', 'Family']",English,"$65,000,000.00","$158,851,357.00",93.0
Dos más dos,,03/31/2022,['Comedy'],Spanish;,Budget,-,
Pokémon: The First Movie,G,07/18/1998,"['Animation,', 'Family,', 'Adventure,', 'Fantasy,', 'Action']",Status,Original,"$163,644,662.00",85.0
From Hell,18,10/29/2001,"['Horror,', 'Mystery,', 'Thriller']",English,"$35,000,000.00","$74,558,115.00",122.0
Brahms: The Boy II,PG13,02/20/2020,"['Horror,', 'Mystery,', 'Thriller']",English,"$10,000,000.00","$20,311,536.00",86.0
Good Boys,NC16,09/12/2019,['Comedy'],English,"$20,000,000.00","$111,037,232.00",89.0
Open Season 2,PG,01/27/2009,"['Adventure,', 'Animation,', 'Comedy,', 'Family']",English,-,"$8,700,000.00",76.0
Waiting for Bojangles,M18,04/07/2022,"['Drama,', 'Comedy,', 'Romance']",Bojangles,Released,-,124.0
Killing Gunther,R,09/22/2017,"['Action,', 'Comedy']",English,-,-,93.0
The House That Jack Built,M18,10/21/2018,"['Drama,', 'Horror,', 'Crime,', 'Thriller']",English,"$9,800,000.00","$5,566,776.00",152.0
How High,R,12/21/2001,['Comedy'],English,"$12,000,000.00","$31,155,435.00",93.0
