Movie_Name,Certification,Release_Date,Genres,Language,Budget,Revenue,Runtime
To All the Boys I've Loved Before,PG13,08/17/2018,"['Comedy,', 'Romance']",English,-,-,100.0
Death Race: Inferno,R,01/22/2013,"['Action,', 'Science Fiction,', 'Thriller']",English,"$6,500,000.00",-,104.0
The Human Centipede 2 (Full Sequence),R,10/07/2011,"['Drama,', 'Horror,', 'Crime']",English,-,-,91.0
Reclaim,,07/29/2022,[''],Chinese,-,-,
Fantastic Four: Rise of the Silver Surfer,PG-13,06/15/2007,"['Adventure,', 'Fantasy,', 'Action,', 'Thriller']",English,"$130,000,000.00","$301,913,131.00",92.0
Green Lantern,PG-13,06/17/2011,"['Adventure,', 'Action,', 'Thriller,', 'Science Fiction']",English,"$200,000,000.00","$219,851,172.00",114.0
"I, Robot",PG-13,07/22/2004,"['Action,', 'Science Fiction']",English,"$120,000,000.00","$347,234,916.00",115.0
The Angry Birds Movie 2,PG,09/05/2019,"['Animation,', 'Comedy,', 'Adventure,', 'Family']",English,"$65,000,000.00","$147,792,047.00",97.0
Die Hard: With a Vengeance,R,12/11/2007,"['Action,', 'Thriller']",English,"$90,000,000.00","$366,101,666.00",128.0
Moonbound,0,03/31/2022,"['Animation,', 'Adventure,', 'Family,', 'Fantasy']",Status,Original,"$6,666,618.00",81.0
Maquia: When the Promised Flower Blooms,G,02/24/2018,"['Animation,', 'Fantasy,', 'Romance,', 'Drama']",Released,Language,"$4,300,000.00",115.0
National Treasure,PG,12/09/2004,"['Adventure,', 'Action,', 'Thriller,', 'Mystery']",English,"$100,000,000.00","$347,512,318.00",131.0
Scooby-Doo! Curse of the Lake Monster,PG,10/15/2010,"['Mystery,', 'Fantasy,', 'Comedy,', 'Adventure']",English,-,-,80.0
Descendants of Adultery,19+,09/30/2016,['Romance'],Status,Original,-,92.0
17 Again,PG-13,04/17/2009,['Comedy'],English,"$20,000,000.00","$136,267,476.00",102.0
Psycho,R,06/22/1960,"['Horror,', 'Drama,', 'Thriller']",English,"$806,947.00",-,109.0
Tomb Raider,12A,03/14/2018,"['Action,', 'Adventure,', 'Fantasy']",English,"$94,000,000.00","$274,650,803.00",118.0
Sexual Chronicles of a French Family,12,05/09/2012,"['Comedy,', 'Drama']",d'une,d'aujourd'hui,-,81.0
Barbie of Swan Lake,G,09/29/2003,"['Animation,', 'Family']",English,-,-,81.0
The Painted House,A,12/04/2015,"['Drama,', 'Mystery']",വീട്,Released,-,101.0
Joseph: King of Dreams,G,11/07/2000,"['Family,', 'Animation']",English,-,-,75.0
The Angry Birds Movie,PG,05/12/2016,"['Animation,', 'Adventure,', 'Comedy']",English,"$73,000,000.00","$349,779,543.00",97.0
Austin Powers: The Spy Who Shagged Me,PG-13,06/08/1999,"['Adventure,', 'Comedy,', 'Crime,', 'Science Fiction']",English,"$33,000,000.00","$312,016,928.00",95.0
A Star Is Born,M18,10/04/2018,"['Music,', 'Drama,', 'Romance']",English,"$36,000,000.00","$433,888,866.00",136.0
A Walk Among the Tombstones,R,09/19/2014,"['Crime,', 'Drama,', 'Mystery,', 'Thriller']",English,"$28,000,000.00","$58,834,384.00",114.0
Poker Face,NC16 (edited),12/29/2022,"['Mystery,', 'Thriller,', 'Crime,', 'Action']",English,-,-,95.0
Sooryavanshi,UA,11/05/2021,"['Action,', 'Crime,', 'Thriller']",Hindi,"$13,000,000.00","$37,700,000.00",145.0
Slayers,R,10/21/2022,"['Horror,', 'Comedy,', 'Fantasy']",English,-,-,88.0
Alice no Mundo da Internet,L,08/05/2022,"['Adventure,', 'Fantasy,', 'Family']",Portuguese,-,-,87.0
All Things Fair,11,11/03/1995,"['Drama,', 'Romance,', 'War']",fägring,Status,-,130.0
Man on Fire,R,09/09/2004,"['Action,', 'Drama,', 'Thriller']",English,"$70,000,000.00","$130,293,714.00",146.0
Paranormal Activity 2,R,10/21/2010,"['Horror,', 'Mystery,', 'Fantasy']",English,"$3,000,000.00","$177,512,032.00",91.0
American Pie Presents: Band Camp,R,12/30/2005,['Comedy'],English,"$10,000,000.00",-,94.0
Mortal Engines,PG,12/06/2018,"['Adventure,', 'Science Fiction']",English,"$100,000,000.00","$83,672,673.00",129.0
Interview with the Vampire,R,04/27/2010,"['Horror,', 'Drama,', 'Fantasy']",English,"$60,000,000.00","$223,664,608.00",123.0
Beetlejuice,PG,03/30/1988,"['Fantasy,', 'Comedy']",English,"$15,000,000.00","$74,714,298.00",92.0
Pleasure,15,10/08/2021,['Drama'],Swedish,-,-,108.0
Death on the Nile,PG13,02/10/2022,"['Mystery,', 'Drama,', 'Crime,', 'Thriller,', 'Action,', 'Adventure']",English,"$90,000,000.00","$137,110,100.00",127.0
Female War: A Nasty Deal,19+,09/27/2015,"['Drama,', 'Romance']",거래,Released,-,110.0
House of Gucci,M18,12/30/2021,"['Drama,', 'Crime,', 'History']",English,"$75,000,000.00","$153,235,995.00",158.0
Rocky IV,PG,11/21/1985,['Drama'],English,"$31,000,000.00","$300,473,716.00",91.0
Oblivion,PG-13,04/11/2013,"['Action,', 'Science Fiction,', 'Adventure,', 'Mystery']",English,"$120,000,000.00","$286,168,572.00",124.0
300: Rise of an Empire,R,03/07/2014,"['Action,', 'Drama,', 'War']",English,"$110,000,000.00","$337,580,051.00",102.0
Pet Sematary,R,04/21/1989,"['Horror,', 'Drama']",English,"$11,500,000.00","$57,469,467.00",103.0
Wonder,PG,11/17/2017,"['Drama,', 'Family']",English,"$20,000,000.00","$305,937,718.00",113.0
Indiana Jones and the Temple of Doom,PG,05/23/1984,"['Adventure,', 'Action']",English,"$28,000,000.00","$333,000,000.00",118.0
The Misfits,R,06/11/2021,"['Action,', 'Thriller']",English,-,-,94.0
300,R,03/08/2007,"['Action,', 'Adventure,', 'War']",English,"$65,000,000.00","$422,610,419.00",117.0
Spectre,12A,11/06/2015,"['Action,', 'Adventure,', 'Thriller']",English,"$245,000,000.00","$880,674,609.00",148.0
She's Out of My League,R,03/12/2010,"['Romance,', 'Comedy']",English,"$20,000,000.00","$49,779,728.00",104.0
Fairy Tail: Dragon Cry,PG-13,05/06/2017,"['Action,', 'Adventure,', 'Comedy,', 'Fantasy,', 'Animation']",TAIL,CRY』,-,85.0
Kingdom: Ashin of the North,M18,07/23/2021,"['Drama,', 'Fantasy,', 'Thriller']",Status,Original,-,92.0
Undisputed II: Last Man Standing,R,04/11/2006,"['Action,', 'Crime,', 'Thriller']",English,-,-,93.0
Her,R,12/18/2013,"['Romance,', 'Science Fiction,', 'Drama']",English,"$23,000,000.00","$47,351,251.00",126.0
The Age of Adaline,PG-13,04/24/2015,"['Romance,', 'Fantasy,', 'Drama']",English,"$25,000,000.00","$65,663,276.00",112.0
"Tad, the Lost Explorer",APTA,08/31/2012,"['Animation,', 'Comedy,', 'Adventure,', 'Family']",de,Jones,"$23,000,000.00",90.0
Hot Neighbors,19+,01/28/2016,"['Drama,', 'Romance']",Status,Original,-,65.0
Dakota,PG,04/01/2022,"['Family,', 'Adventure']",English,-,-,96.0
Bull Shark,NR,02/05/2022,"['Horror,', 'Thriller']",English,-,-,80.0
The Witch: Part 1. The Subversion,15,06/27/2018,"['Action,', 'Mystery,', 'Science Fiction']",Released,Language,"$24,340,302.00",125.0
The Mortal Instruments: City of Bones,12A,08/23/2013,"['Fantasy,', 'Action,', 'Mystery']",English,"$60,000,000.00","$95,396,573.00",130.0
My Wife's Sister,19+,12/20/2016,"['Romance,', 'Family,', 'Drama']",언니,Released,-,97.0
Underworld: Blood Wars,R,01/06/2017,"['Fantasy,', 'Action,', 'Thriller,', 'Horror']",English,"$35,000,000.00","$81,093,313.00",91.0
Anastasia,G,11/21/1997,"['Animation,', 'Family,', 'Fantasy,', 'Adventure']",English,"$53,000,000.00","$139,804,348.00",94.0
The SpongeBob Movie: Sponge Out of Water,PG,01/28/2015,"['Family,', 'Adventure,', 'Comedy,', 'Fantasy,', 'Animation']",English,"$74,000,000.00","$311,594,032.00",93.0
Night at the Museum,PG,12/26/2006,"['Action,', 'Adventure,', 'Comedy,', 'Family,', 'Fantasy']",English,"$110,000,000.00","$574,480,841.00",108.0
8 Mile,R,11/08/2002,"['Music,', 'Drama']",English,"$41,000,000.00","$242,875,078.00",111.0
The Curse of La Llorona,NC16,04/18/2019,"['Horror,', 'Thriller']",English,"$9,000,000.00","$122,033,739.00",93.0
Z-O-M-B-I-E-S 3,G,07/15/2022,"['Music,', 'Fantasy,', 'Comedy,', 'Science Fiction,', 'Family,', 'TV Movie']",English,"$36,000,000.00",-,88.0
Mary Magdalene,R,04/12/2019,"['Drama,', 'History']",English,-,"$11,710,110.00",
The Butterfly Effect,R,03/04/2004,"['Science Fiction,', 'Thriller']",English,"$13,000,000.00","$96,060,858.00",113.0
Chronicle,PG-13,02/02/2012,"['Science Fiction,', 'Drama,', 'Thriller']",English,"$15,000,000.00","$145,000,000.00",84.0
Snowpiercer,15,08/01/2013,"['Action,', 'Science Fiction,', 'Drama']",Korean,"$39,200,000.00","$86,758,912.00",127.0
First Love,16+,06/17/2022,"['Romance,', 'Drama']",English,-,-,95.0
Pan's Labyrinth,C,11/30/2006,"['Fantasy,', 'Drama,', 'War']",del,Status,"$83,258,226.00",118.0
The Girl Next Door,R,04/09/2004,"['Comedy,', 'Romance']",English,"$21,000,000.00","$31,635,150.00",110.0
Dirty Grandpa,R,01/28/2016,['Comedy'],English,"$11,500,000.00","$94,073,028.00",102.0
2001: A Space Odyssey,G,09/27/2018,"['Science Fiction,', 'Mystery,', 'Adventure']",English,"$12,000,000.00","$71,923,560.00",149.0
The Hills Have Eyes 2,R,03/22/2007,"['Horror,', 'Thriller']",English,"$15,000,000.00","$37,697,773.00",89.0
American History X,R21,03/18/1999,['Drama'],English,"$20,000,000.00","$23,875,127.00",119.0
Zeros and Ones,15,03/07/2022,"['War,', 'Thriller,', 'Drama,', 'Mystery']",English,-,-,85.0
Cloudy with a Chance of Meatballs,PG,09/18/2009,"['Animation,', 'Comedy,', 'Family']",English,"$100,000,000.00","$242,988,466.00",90.0
The Hitman's Bodyguard,R,08/18/2017,"['Action,', 'Comedy']",English,"$30,000,000.00","$176,586,701.00",118.0
Ash & Dust,18,03/11/2022,"['Crime,', 'Thriller']",English,-,-,85.0
Butchers,16,10/15/2020,['Horror'],English,-,-,93.0
Pixie Hollow Games,G,11/19/2011,"['Animation,', 'Family']",English,-,-,
Hitman's Wife's Bodyguard,M18,06/24/2021,"['Action,', 'Comedy,', 'Thriller']",English,"$70,000,000.00","$70,060,492.00",117.0
Virgin Territory,R,12/17/2007,"['Adventure,', 'Action,', 'Comedy,', 'Romance']",English,"$38,000,000.00","$5,410,749.00",93.0
Blade Runner,R,12/02/2007,"['Science Fiction,', 'Drama,', 'Thriller']",English,"$28,000,000.00","$41,722,424.00",118.0
Casablanca,PG,08/05/2003,"['Drama,', 'Romance']",English,"$878,000.00","$10,462,500.00",102.0
Reservoir Dogs,R,10/23/1992,"['Crime,', 'Thriller']",English,"$1,200,000.00","$2,859,750.00",99.0
Franco Escamilla: Eavesdropping,NC16,10/23/2022,['Comedy'],Voyerista,Status,-,122.0
Skyfall,12A,11/01/2012,"['Action,', 'Adventure,', 'Thriller']",English,"$200,000,000.00","$1,108,569,499.00",143.0
Dances with Wolves,15,05/25/2004,"['Adventure,', 'Drama,', 'Western']",English,"$22,000,000.00","$424,208,848.00",181.0
Over the Hedge,PG,05/18/2006,"['Family,', 'Comedy,', 'Animation']",English,"$80,000,000.00","$343,397,247.00",83.0
Dawn of the Dead,R21,04/22/2004,"['Horror,', 'Action']",English,"$26,000,000.00","$102,278,712.00",101.0
Bosomy Younger Sister-in-law,19+,12/25/2019,['Romance'],처제,Released,-,70.0
The Princess Diaries,G,08/03/2001,"['Comedy,', 'Family,', 'Romance']",English,"$37,000,000.00","$165,335,153.00",115.0
Mortal Kombat Legends: Scorpion's Revenge,R,04/12/2020,"['Animation,', 'Action,', 'Fantasy']",English,-,-,80.0
Proximity,T,05/15/2020,"['Science Fiction,', 'Drama']",English,-,-,119.0
Speak No Evil,15,03/17/2022,"['Drama,', 'Horror,', 'Thriller']",Danish,"$3,000,000.00","$623,462.00",97.0
The Invisible Guest,12,01/06/2017,"['Drama,', 'Mystery,', 'Thriller']",Released,Language,"$30,000,000.00",107.0
Fiona,,10/26/2022,['Horror'],English,-,-,
Zoolander,PG-13,02/16/2006,['Comedy'],English,"$28,000,000.00","$60,780,981.00",90.0
Castle in the Sky,PG,08/02/1986,"['Adventure,', 'Fantasy,', 'Animation,', 'Action,', 'Family,', 'Romance']",Released,Language,"$5,228,752.00",125.0
I Believe in Santa,PG13,12/14/2022,"['Romance,', 'Comedy']",English,-,-,90.0
Rocky II,PG,06/15/1979,['Drama'],English,"$7,000,000.00","$85,182,160.00",119.0
Your Place or Mine,NC16,02/10/2023,"['Comedy,', 'Romance']",English,-,-,109.0
Texas Chainsaw 3D,R,01/04/2013,"['Horror,', 'Thriller']",English,"$10,000,000.00","$47,340,586.00",92.0
80 for Brady,PG-13,02/03/2023,['Comedy'],English,"$28,000,000.00","$12,500,000.00",98.0
Vacation,R,08/05/2015,['Comedy'],English,"$31,000,000.00","$104,384,188.00",99.0
Basic Instinct,R,03/13/2006,"['Thriller,', 'Mystery']",English,"$49,000,000.00","$352,927,224.00",127.0
Kill Bill: Vol. 1,R,10/23/2003,"['Action,', 'Crime']",English,"$30,000,000.00","$180,906,076.00",111.0
Once Upon a Deadpool,PG-13,12/11/2018,"['Comedy,', 'Action,', 'Adventure']",English,-,-,118.0
Alvin and the Chipmunks: The Squeakquel,PG,12/23/2009,"['Comedy,', 'Family,', 'Animation,', 'Fantasy,', 'Music']",English,"$75,000,000.00","$443,140,005.00",88.0
Taya,R-18,08/27/2021,['Thriller'],Tagalog,-,-,103.0
Young Mom,19+,02/28/2017,['Romance'],Status,Original,-,80.0
Evangelion: 3.0+1.0 Thrice Upon a Time,PG-13,03/08/2021,"['Animation,', 'Action,', 'Science Fiction,', 'Drama']",Released,Language,"$92,300,000.00",155.0
Brother Bear 2,G,08/17/2006,"['Adventure,', 'Animation,', 'Family']",English,-,-,73.0
Batman: Death in the Family,R,10/13/2020,"['Animation,', 'Action']",English,-,-,
Pretty Woman,R,03/23/1990,"['Comedy,', 'Romance']",English,"$14,000,000.00","$463,406,268.00",119.0
Marmaduke,PG,05/06/2022,"['Animation,', 'Family,', 'Comedy']",English,-,"$1,379,888.00",88.0
Barbie: Princess Adventure,G,09/01/2020,"['Animation,', 'Music']",English,-,-,72.0
Causeway,M18,11/04/2022,['Drama'],English,-,-,96.0
Boyz n the Hood,R,07/12/1991,"['Crime,', 'Drama']",English,"$6,500,000.00","$57,504,069.00",112.0
The Outsiders,PG,03/25/1983,"['Crime,', 'Drama']",English,"$10,000,000.00","$33,697,647.00",91.0
Honest Thief,PG-13,10/16/2020,"['Thriller,', 'Action,', 'Crime,', 'Drama']",English,-,"$31,220,247.00",99.0
The Texas Chainsaw Massacre: The Beginning,R21,11/09/2006,"['Horror,', 'Thriller']",English,"$16,000,000.00","$107,363,905.00",91.0
We Bare Bears: The Movie,G,06/30/2020,"['Animation,', 'Adventure,', 'Family,', 'Comedy,', 'TV Movie']",English,-,-,69.0
The Heartbreak Kid,R,10/05/2007,"['Comedy,', 'Romance']",English,"$60,000,000.00","$127,766,650.00",116.0
"Yes, No, or Maybe Half?",16,12/11/2020,"['Animation,', 'Drama,', 'Romance']",Released,Language,-,
Digimon Adventure: Last Evolution Kizuna,PG,07/16/2020,"['Animation,', 'Action,', 'Adventure,', 'Fantasy']",EVOLUTION,Status,"$24,200,000.00",94.0
The Skin I Live In,16,09/02/2011,"['Drama,', 'Horror,', 'Mystery,', 'Thriller']",que,Status,"$33,750,478.00",
Brian Banks,PG-13,08/09/2019,['Drama'],English,"$10,000,000.00","$4,300,000.00",99.0
Police Academy,R,03/22/1984,"['Comedy,', 'Crime']",English,"$4,500,000.00","$81,198,894.00",97.0
The Fox and the Hound,G,07/10/1981,"['Adventure,', 'Animation,', 'Drama,', 'Family']",English,"$12,000,000.00","$29,800,000.00",82.0
Attack on Titan,NR,08/13/2015,"['Horror,', 'Fantasy,', 'Action,', 'Science Fiction']",ON,Status,-,98.0
The Expendables 2,R,08/16/2012,"['Action,', 'Adventure,', 'Thriller']",English,"$100,000,000.00","$314,975,955.00",103.0
Kokoro to Karada,,12/11/2004,['Drama'],Released,Language,-,83.0
Ashfall,PG-13,01/02/2020,"['Action,', 'Adventure,', 'Thriller']",Released,Language,"$61,321,941.00",128.0
Vivo,G,08/06/2021,"['Animation,', 'Family,', 'Comedy']",English,-,-,103.0
The Thread of Life,,12/09/1960,[''],English,-,-,
A Family's Secret,,08/31/2022,"['Thriller,', 'TV Movie']",English,-,-,
The Last Zombie,,12/02/2021,['Horror'],zombi,Released,-,85.0
Miranda,VM18,10/15/1985,"['Comedy,', 'Romance']",Italian,-,-,93.0
Saw II,R,12/01/2005,['Horror'],English,"$4,000,000.00","$147,748,505.00",89.0
One Day,PG-13,08/19/2011,"['Drama,', 'Romance']",English,"$15,000,000.00","$59,389,433.00",107.0
My Policeman,R,10/21/2022,"['Drama,', 'Romance']",English,-,-,113.0
Neon Genesis Evangelion: The End of Evangelion,16,07/19/1997,"['Drama,', 'Animation,', 'Science Fiction,', 'Action']",Status,Original,"$20,000,000.00",87.0
Full Metal Jacket,R,03/02/2008,"['Drama,', 'War']",English,"$30,000,000.00","$46,357,676.00",117.0
The Departed,M18,10/12/2006,"['Drama,', 'Thriller,', 'Crime']",English,"$90,000,000.00","$291,465,000.00",151.0
Trollhunters: Rise of the Titans,PG,07/21/2021,"['Animation,', 'Fantasy,', 'Family,', 'Action,', 'Adventure']",English,-,-,106.0
The Grey,M18,02/23/2012,"['Drama,', 'Thriller,', 'Action,', 'Adventure']",English,"$25,000,000.00","$77,278,331.00",117.0
Delicious Room Salon Service 2,19+,09/30/2019,['Romance'],맛있는,Status,-,
Offseason,,03/11/2022,"['Horror,', 'Mystery']",English,-,-,83.0
Huda's Salon,R,03/04/2022,['Thriller'],Status,Original,-,91.0
Fantastic Four,PG-13,07/07/2005,"['Action,', 'Adventure,', 'Fantasy,', 'Science Fiction']",English,"$100,000,000.00","$333,535,934.00",106.0
Phineas and Ferb: The Movie: Candace Against the Universe,G,08/28/2020,"['Family,', 'Animation,', 'Science Fiction,', 'Comedy,', 'TV Movie']",English,-,-,84.0
Sweet Girl,NC16,08/20/2021,"['Action,', 'Thriller,', 'Drama']",English,-,-,110.0
The Perilous Internet Ring,14,10/30/2020,"['Horror,', 'Thriller']",Released,Language,-,95.0
The Devil's Advocate,R,12/11/1997,"['Drama,', 'Mystery,', 'Thriller,', 'Horror']",English,"$57,000,000.00","$152,944,660.00",144.0
Nothing to Lose,12,03/29/2018,"['Drama,', 'History']",Perder,Released,-,130.0
Star Trek Beyond,PG-13,07/21/2016,"['Action,', 'Adventure,', 'Science Fiction']",English,"$185,000,000.00","$343,471,816.00",122.0
Sex with Love,,03/27/2003,"['Comedy,', 'Romance']",amor,Released,-,108.0
The Kids Are Alright 2,,12/02/2022,"['Comedy,', 'Family']",tren,Ahora,-,84.0
The New Mutants,M18,08/27/2020,"['Horror,', 'Science Fiction,', 'Mystery,', 'Action']",English,"$67,000,000.00","$49,169,594.00",94.0
The Lovely Bones,12A,02/19/2010,"['Fantasy,', 'Drama']",English,"$65,000,000.00","$93,621,340.00",136.0
Demonic,R,08/20/2021,"['Drama,', 'Horror,', 'Science Fiction']",English,-,-,104.0
Skylines,R,10/25/2020,"['Science Fiction,', 'Action']",English,"$70,000,000.00",-,113.0
The Marriage App,PG13,12/07/2022,"['Romance,', 'Comedy']",Released,Language,-,101.0
Curious Caterer: Grilling Season,PG,02/05/2023,"['TV Movie,', 'Mystery']",English,-,-,84.0
Taming The Younger Sister-in-Law,19+,12/11/2020,"['Drama,', 'Romance']",Status,Original,-,111.0
Umami,,05/17/2023,"['Comedy,', 'Drama']",Tabi,Released,-,92.0
Love Like the Falling Petals,NC16,03/24/2022,"['Romance,', 'Drama']",Released,Language,-,128.0
Straight Outta Compton,R,08/11/2015,"['Drama,', 'Music,', 'History']",English,"$28,000,000.00","$201,634,991.00",147.0
It's a Wonderful Life,PG,01/07/1947,"['Drama,', 'Family,', 'Fantasy']",English,"$3,180,000.00","$9,644,124.00",130.0
The Case of the Bloody Iris,12,08/04/1972,"['Thriller,', 'Horror']",strane,di,-,94.0
The Babysitter: Killer Queen,R21,09/10/2020,"['Comedy,', 'Horror']",English,-,-,101.0
The Last Witch Hunter,PG-13,10/22/2015,"['Fantasy,', 'Action,', 'Adventure']",English,"$90,000,000.00","$146,936,910.00",106.0
Taurus,NR,11/18/2022,"['Drama,', 'Music']",English,-,-,98.0
What Lies Below,16,12/04/2020,"['Horror,', 'Mystery,', 'Thriller,', 'Science Fiction']",English,-,-,87.0
Home Sweet Home Alone,PG,11/12/2021,"['Comedy,', 'Crime,', 'Family']",English,-,-,93.0
101 Dalmatians,U,11/28/1996,"['Family,', 'Comedy']",English,"$54,000,000.00","$320,689,294.00",103.0
Point Break,R,07/12/1991,"['Action,', 'Thriller,', 'Crime']",English,"$24,000,000.00","$83,531,958.00",122.0
Bee Movie,PG,11/02/2007,"['Family,', 'Animation,', 'Adventure,', 'Comedy']",English,"$150,000,000.00","$287,594,577.00",91.0
Black Swan,R,02/10/2011,"['Drama,', 'Thriller,', 'Horror']",English,"$13,000,000.00","$329,398,046.00",108.0
No One Gets Out Alive,M18,09/29/2021,"['Horror,', 'Thriller,', 'Mystery']",English,-,-,85.0
My Little Pony: A New Generation,PG,09/24/2021,"['Animation,', 'Family,', 'Fantasy,', 'Comedy,', 'Adventure']",English,-,"$4,100,000.00",91.0
Journey to the Center of the Earth,PG,12/18/2008,"['Action,', 'Science Fiction,', 'Adventure,', 'Comedy,', 'Family']",English,"$45,000,000.00","$101,702,060.00",93.0
A Walk to Remember,L,03/21/2002,"['Drama,', 'Romance']",English,"$11,800,000.00","$47,494,916.00",101.0
Romance,16,04/14/1999,"['Drama,', 'Romance']",French,-,"$1,314,053.00",99.0
The Human Centipede (First Sequence),16,04/11/2012,['Horror'],English,"$2,011,799.00","$252,207.00",92.0
Nanny McPhee,PG,10/21/2005,"['Fantasy,', 'Comedy,', 'Family']",English,"$25,000,000.00","$123,276,807.00",97.0
Home on the Range,PG,06/17/2004,"['Animation,', 'Family']",English,"$110,000,000.00","$145,358,062.00",76.0
Rambo III,R,05/24/1988,"['Action,', 'Adventure,', 'Thriller,', 'War']",English,"$63,000,000.00","$189,015,611.00",102.0
Tubero,R-18,10/21/2022,['Drama'],Tagalog,-,-,118.0
Never Back Down,PG-13,03/04/2008,"['Drama,', 'Action']",English,"$20,000,000.00","$41,627,431.00",115.0
New Gods: Nezha Reborn,G,02/18/2021,"['Animation,', 'Action,', 'Fantasy']",Released,Language,-,116.0
Voyagers,NC16,04/08/2021,"['Science Fiction,', 'Thriller']",English,"$20,000,000.00","$4,284,903.00",108.0
Insidious: Chapter 3,PG-13,05/28/2015,"['Horror,', 'Thriller,', 'Mystery']",English,"$10,000,000.00","$112,983,889.00",97.0
Barbie and the Magic of Pegasus,G,10/05/2005,"['Animation,', 'Family,', 'Romance']",English,-,-,85.0
Panibugho,R-18,01/06/2023,['Drama'],Tagalog,-,-,110.0
Solo: A Star Wars Story,PG,05/24/2018,"['Science Fiction,', 'Adventure,', 'Action']",English,"$250,000,000.00","$392,952,373.00",135.0
Bumblebee,PG13,12/20/2018,"['Action,', 'Adventure,', 'Science Fiction']",English,"$135,000,000.00","$467,989,645.00",113.0
Machine Gun Preacher,R,09/23/2011,"['Action,', 'Thriller,', 'Crime']",English,"$30,000,000.00","$2,527,904.00",129.0
The Exorcism of Emily Rose,PG-13,11/10/2005,"['Crime,', 'Drama,', 'Horror,', 'Thriller']",English,"$19,000,000.00","$145,166,804.00",122.0
Happy Feet Two,G,12/20/2011,"['Animation,', 'Comedy,', 'Family']",English,"$130,000,000.00","$150,406,466.00",100.0
House of Wax,R,05/05/2005,"['Horror,', 'Thriller']",English,"$40,000,000.00","$68,766,121.00",113.0
The Pianist,15,01/24/2003,"['Drama,', 'War']",English,"$35,000,000.00","$120,072,577.00",150.0
Akira,R,07/16/1988,"['Animation,', 'Science Fiction,', 'Action']",Released,Language,"$553,171.00",124.0
Nanny McPhee and the Big Bang,U,03/26/2010,"['Comedy,', 'Fantasy,', 'Family']",English,"$25,000,000.00","$123,276,807.00",109.0
Crawl,NC16,07/11/2019,"['Thriller,', 'Horror,', 'Action']",English,"$13,500,000.00","$91,542,097.00",88.0
King Richard,PG13,01/27/2022,"['Drama,', 'History']",English,"$50,000,000.00","$30,000,000.00",145.0
Three Sexy Meals,19+,11/09/2016,"['Drama,', 'Romance']",삼시색끼,Released,-,80.0
Guardians of the Galaxy,PG-13,07/30/2014,"['Action,', 'Science Fiction,', 'Adventure']",English,"$170,000,000.00","$772,776,600.00",121.0
Never Back Down: Revolt,R,11/16/2021,['Action'],English,-,-,89.0
Speed,R,06/09/1994,"['Action,', 'Adventure,', 'Crime']",English,"$30,000,000.00","$350,448,145.00",116.0
Escape Plan 2: Hades,R,06/29/2018,['Action'],English,"$20,000,000.00","$17,500,000.00",96.0
Anna,M18,06/20/2019,"['Thriller,', 'Action']",French,"$34,000,000.00","$31,626,978.00",119.0
The Many Adventures of Winnie the Pooh,G,03/11/1977,"['Animation,', 'Family']",English,-,-,74.0
Meet the Robinsons,G,03/30/2007,"['Animation,', 'Comedy,', 'Family']",English,"$150,000,000.00","$169,332,978.00",95.0
Sin City: A Dame to Kill For,R,08/20/2014,"['Crime,', 'Action,', 'Thriller']",English,"$65,000,000.00","$39,407,616.00",102.0
Separation,R,04/30/2021,"['Horror,', 'Drama']",English,-,-,107.0
Pet Sematary,NC16,04/04/2019,"['Horror,', 'Thriller']",English,"$21,000,000.00","$112,399,944.00",101.0
Neighbors 2: Sorority Rising,R,05/20/2016,['Comedy'],English,"$35,000,000.00","$108,758,521.00",92.0
Silip Sa Apoy,R-18,01/28/2022,['Drama'],Tagalog,-,-,107.0
The Mask of Zorro,PG-13,07/16/1998,"['Action,', 'Adventure']",English,"$95,000,000.00","$250,288,523.00",136.0
Dark Cloud,R,06/28/2022,"['Science Fiction,', 'Horror,', 'Mystery,', 'Thriller']",English,-,-,81.0
Fool's Gold,PG-13,02/08/2008,"['Romance,', 'Comedy,', 'Adventure']",English,"$70,000,000.00","$111,231,041.00",112.0
The School of the Magical Animals,0,10/14/2021,"['Family,', 'Adventure']",der,Tiere,"$13,128,530.00",93.0
Asking For It,R,03/04/2022,"['Action,', 'Thriller,', 'Drama']",English,-,-,97.0
Utama,K-7,05/11/2022,['Drama'],Spanish;,Budget,-,88.0
Willow,PG,05/20/1988,"['Action,', 'Adventure,', 'Fantasy']",English,"$35,000,000.00","$57,269,863.00",126.0
21 Jump Street,R,05/10/2012,"['Action,', 'Comedy,', 'Crime']",English,"$42,000,000.00","$201,585,328.00",109.0
Bāhubali: The Beginning,UA,07/10/2015,"['Action,', 'Drama']",Status,Original,"$90,747,520.00",158.0
Ip Man: Kung Fu Master,NR,12/23/2019,"['Action,', 'Drama']",Released,Language,-,82.0
The Loud House Movie,PG,08/20/2021,"['Animation,', 'Family,', 'Comedy,', 'Adventure,', 'Fantasy']",English,-,-,83.0
Aunt's Temptation 3,19+,05/22/2020,['Romance'],3,Released,-,71.0
Ken Park,R,08/31/2002,['Drama'],English,"$1,300,000.00","$447,741.00",97.0
Pearl Harbor,PG-13,05/21/2001,"['Action,', 'War,', 'History,', 'Romance,', 'Drama']",English,"$140,000,000.00","$449,220,945.00",183.0
Young Aunt 2,19+,08/22/2019,['Romance'],2,Released,-,74.0
Jeruzalem 2,,01/01/2023,['Horror'],English,-,-,
